xp=,9,yp=,4,d=,2
xp=,4,yp=,1,d=,3
xp=,81,yp=,16,d=,5
xp=,25,yp=,4,d=,6
xp=,64,yp=,9,d=,7
xp=,9,yp=,1,d=,8
xp=,361,yp=,36,d=,10
xp=,100,yp=,9,d=,11
xp=,49,yp=,4,d=,12
xp=,225,yp=,16,d=,14
xp=,421201,yp=,32400,d=,13
xp=,16,yp=,1,d=,15
xp=,1089,yp=,64,d=,17
xp=,289,yp=,16,d=,18
xp=,28900,yp=,1521,d=,19
xp=,81,yp=,4,d=,20
xp=,3025,yp=,144,d=,21
xp=,38809,yp=,1764,d=,22
xp=,576,yp=,25,d=,23
xp=,25,yp=,1,d=,24
xp=,2601,yp=,100,d=,26
xp=,676,yp=,25,d=,27
xp=,16129,yp=,576,d=,28
xp=,121,yp=,4,d=,30
xp=,96059601,yp=,3312400,d=,29
xp=,2310400,yp=,74529,d=,31
xp=,289,yp=,9,d=,32
xp=,529,yp=,16,d=,33
xp=,1225,yp=,36,d=,34
xp=,36,yp=,1,d=,35
xp=,5329,yp=,144,d=,37
xp=,1369,yp=,36,d=,38
xp=,625,yp=,16,d=,39
xp=,361,yp=,9,d=,40
xp=,169,yp=,4,d=,42
xp=,4198401,yp=,102400,d=,41
xp=,12124324,yp=,281961,d=,43
xp=,39601,yp=,900,d=,44
xp=,25921,yp=,576,d=,45
xp=,592192225,yp=,12873744,d=,46
xp=,2304,yp=,49,d=,47
xp=,49,yp=,1,d=,48
xp=,9801,yp=,196,d=,50
xp=,2500,yp=,49,d=,51
xp=,421201,yp=,8100,d=,52
xp=,4388930001,yp=,82810000,d=,53
xp=,235225,yp=,4356,d=,54
xp=,7921,yp=,144,d=,55
xp=,225,yp=,4,d=,56
xp=,22801,yp=,400,d=,57
xp=,384277609,yp=,6625476,d=,58
xp=,280900,yp=,4761,d=,59
xp=,961,yp=,16,d=,60
xp=,3969,yp=,64,d=,62
xp=,64,yp=,1,d=,63
xp=,16641,yp=,256,d=,65
xp=,4225,yp=,64,d=,66
xp=,2385540964,yp=,35605089,d=,67
